country,url,March 16,March 17,March 18,March 19,March 20,March 21,March 22,March 23,March 24,March 25,March 26,March 27,March 28,March 29,March 30,March 31,April 01,April 02,April 03,April 04,April 05,April 06,April 07,April 08,April 09,April 10,April 11,April 12,April 13,April 14,April 15,April 16,April 17,April 18,April 19,April 20,April 21,April 22,April 23,April 24,April 25,April 26,April 27,April 28,April 29,April 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,June 01,June 02,June 03,June 04,June 05,June 06,June 07,June 08,June 09,June 10,June 11,June 12,June 13,June 14,June 15,June 16,June 17,June 18,June 19,June 20,June 21,June 22,June 23,June 24,June 25,June 26,June 27,June 28,June 29,June 30,July 01,July 02,July 03,July 04,July 05,July 06,July 07,July 08,July 09,July 10,July 11,July 12,July 13,July 14,July 15,July 16,July 17,July 18,July 19,July 20,July 21,July 22,July 23,July 24,July 25,July 26,July 27,July 28,July 29,July 30,July 31,August 01,August 02,August 03,August 04,August 05,August 06,August 07,August 08,August 09,August 10,August 11,August 12,August 13,August 14,August 15,August 16,August 17,August 18,August 19,August 20,August 21,August 22,August 23,August 24,August 25,August 26,August 27,August 28,August 29,August 30,August 31,September 01,September 02,September 03,September 04,September 05,September 06,September 07,September 08,September 09,September 10,September 11,September 12,September 13,September 14,September 15,September 16,September 17,September 18,September 19,September 20,September 21,September 22,September 23,September 24
Burundi,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/BI.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173,0.173,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.434,0.434,0.434,0.434,0.434,0.434,0.434,0.434,0.434,0.434,0.434,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.995,3.642,3.642,3.642,3.642,3.642,3.642,3.642,3.642,3.642,3.642,3.642,3.642,5.464,5.464,5.464,5.464,5.464,5.464,5.464,7.198,7.198,7.198,7.198,7.198,7.371,7.371,7.371,7.371,7.371,9.019,9.019,9.019,9.019,9.019,12.488,12.488,12.488,12.488,12.488,12.488,14.743,14.743,14.743,14.743,14.743,14.743,16.564,16.564,16.564,16.564,16.564,16.564,16.564,16.564,16.564,16.564,23.328,23.328,23.328,26.277,26.884,26.884,26.884,27.925,28.445,28.445,29.919,29.919,31.307,31.307,32.781,32.781,33.562,33.562,33.562,34.255,34.255,34.255,34.255,34.255,34.689,34.689,35.123,35.383,35.383,35.383,35.47,35.556,35.73,35.73,35.816,35.816,36.077,36.597,36.597,36.944,37.204,37.291,37.291,37.291,37.291,37.378,37.551,38.592,38.592,38.592,38.592,38.852,38.852,39.112,39.892,40.066,40.413,40.413,40.413,40.673,40.673,40.846,40.933,40.933,40.933,40.933,41.02,41.02,41.02,41.02,41.107,41.107,41.28,41.367
Tunisia,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/TN.png,1.715,2.057,2.486,3.343,4.629,5.144,6.429,7.63,9.773,14.831,16.888,19.46,23.832,26.747,26.747,33.776,36.262,39.006,42.435,47.407,49.207,51.093,53.408,53.836,55.122,57.523,58.723,60.609,62.237,64.038,66.867,70.467,74.068,74.068,75.354,75.782,75.782,77.925,78.697,79.04,80.497,81.354,82.898,83.583,84.012,85.212,85.555,86.498,86.841,87.27,87.613,87.87,87.955,88.298,88.47,88.47,88.47,88.47,88.47,88.47,88.727,88.898,88.898,89.413,89.498,89.584,89.67,89.841,89.841,90.099,90.099,90.099,90.099,91.556,91.813,92.242,92.327,92.928,93.099,93.185,93.185,93.185,93.185,93.185,93.185,93.185,93.185,93.185,93.699,93.785,93.956,95.156,96.442,96.7,97.042,98.243,99.1,99.186,99.357,99.357,99.443,99.614,99.786,100.129,100.214,100.471,100.643,100.729,100.986,101.243,101.672,101.843,102.786,103.3,104.672,105.529,106.301,106.73,108.273,111.616,111.959,113.073,113.759,114.531,115.559,117.788,118.388,119.074,119.503,120.532,122.16,123.703,124.475,124.732,125.847,127.561,129.79,131.59,133.048,133.819,134.162,135.791,137.248,140.763,141.963,143.849,145.478,147.192,148.993,152.593,158.337,163.138,173.425,180.626,187.312,198.371,208.058,218.003,223.489,234.719,241.577,248.007,263.095,274.839,284.869,296.7,306.215,315.902,326.018,339.734,359.709,376.682,389.37,409.43,432.147,439.263,464.381,464.381,504.243,536.562,568.796,568.796,632.833,653.493,694.385,734.676,734.676,780.969,920.017,965.281,965.281,1069.781,1140.592
Benin,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/BJ.png,0.085,0.085,0.169,0.169,0.169,0.169,0.169,0.424,0.508,0.508,0.508,0.508,0.508,0.508,0.508,0.763,1.102,1.102,1.356,1.356,1.864,2.203,2.203,2.203,2.203,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,2.966,4.576,4.576,4.576,4.576,4.576,4.576,5.423,5.423,5.423,5.423,5.423,7.626,7.626,7.626,8.135,8.135,8.135,11.863,20.507,24.066,27.032,27.032,27.71,27.71,28.726,28.726,28.726,28.726,28.726,11.016,11.016,11.44,11.44,11.44,16.185,16.185,17.626,17.795,17.795,18.981,18.981,19.659,20.591,20.676,20.676,22.117,22.117,22.117,22.117,24.405,25.845,25.845,25.845,32.879,34.912,37.454,40.929,45.081,48.47,50.589,55.08,55.08,64.825,68.384,72.028,76.434,86.179,89.23,95.246,97.365,100.585,101.602,101.602,101.602,101.602,101.602,101.602,101.602,101.602,101.602,108.889,108.889,116.77,116.77,116.77,116.77,116.77,123.973,135.751,135.751,135.751,135.751,135.751,143.208,143.547,143.547,143.547,149.987,149.987,149.987,152.953,152.953,152.953,152.953,152.953,152.953,162.19,164.054,164.054,164.054,164.054,164.054,164.054,169.562,170.664,170.664,170.664,174.816,174.816,174.816,174.816,177.527,177.527,177.527,179.222,179.222,179.222,179.222,181.764,181.764,181.764,181.764,181.764,181.764,181.764,185.916,185.916,185.916,187.526,187.526,187.526,187.526,189.984,189.984,189.984,189.984,192.102,192.102,192.102,193.204,193.204,193.204,193.204,193.204,194.39,194.39,197.017,197.017
Guinea,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/GN.png,0.082,0.082,0.082,0.082,0.082,0.164,0.164,0.327,0.327,0.327,0.327,0.655,0.655,1.31,1.801,1.801,2.455,4.256,5.975,9.085,9.903,10.476,11.786,13.423,15.878,17.351,20.462,20.462,26.109,29.71,33.066,35.849,39.041,42.396,47.389,50.908,56.31,62.285,70.552,78.082,81.519,81.519,95.187,101.49,110.575,122.36,125.798,129.808,129.808,139.957,148.224,151.907,157.718,164.43,167.13,175.642,175.642,188.083,194.303,202.406,202.406,217.548,217.548,228.843,234.326,234.326,251.023,251.023,259.944,268.047,268.047,268.047,268.047,290.8,299.231,303.323,303.323,314.618,318.055,321.902,326.649,332.297,336.962,336.962,345.065,348.502,348.502,357.833,362.252,367.0,370.928,374.202,379.686,382.059,396.219,401.375,405.958,408.25,408.25,412.506,423.474,423.474,430.512,433.05,437.224,437.96,441.234,442.298,446.063,451.874,455.885,459.159,459.159,461.287,466.279,481.339,488.541,494.68,502.619,502.619,507.448,513.668,520.462,526.273,531.265,535.603,539.368,544.443,552.218,557.047,562.04,566.95,573.58,577.427,583.238,587.903,592.732,598.134,598.134,598.871,602.717,612.948,619.987,627.271,636.52,644.541,649.042,649.042,656.245,664.266,670.977,676.052,682.845,694.222,705.516,713.292,719.594,726.469,731.053,731.053,733.917,742.838,747.094,750.286,754.051,757.162,757.162,766.983,770.093,775.823,775.823,784.007,789.736,789.736,801.932,803.405,806.024,809.052,814.045,816.746,820.101,822.148,823.457,827.55,831.069,831.069,837.371,841.873,845.065,846.62,850.139,853.986,853.986
Rwanda,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/RW.png,0.396,0.554,0.634,0.634,1.346,1.346,1.505,2.851,3.168,3.247,3.96,4.277,4.752,5.544,5.544,5.94,6.494,6.652,7.048,8.078,8.236,8.316,8.316,8.711,8.711,9.345,9.503,9.979,10.058,10.612,10.771,10.929,11.325,11.404,11.642,11.642,11.879,12.117,12.196,13.938,14.493,15.126,16.393,16.789,17.819,19.244,19.72,20.195,20.512,20.67,20.67,21.224,21.462,21.62,22.175,22.491,22.571,22.65,22.729,22.729,22.729,22.887,23.125,23.521,24.392,24.867,25.343,25.422,25.738,25.897,26.61,26.847,27.402,27.639,28.114,28.431,29.302,29.857,30.411,31.441,32.47,33.262,34.133,34.767,35.717,36.667,37.697,39.123,40.39,42.845,46.092,48.468,50.368,50.606,51.16,52.348,55.595,57.654,62.327,63.198,65.732,67.316,67.95,69.534,71.276,79.275,81.175,82.522,84.185,85.61,86.481,87.511,88.144,92.817,94.559,95.826,99.153,102.875,105.884,109.131,112.141,113.645,116.655,117.605,121.882,125.287,129.009,131.068,133.761,135.424,136.929,138.75,144.215,148.808,152.53,155.461,157.916,160.133,161.717,163.301,165.677,166.231,166.627,167.181,168.528,169.003,169.478,170.428,171.933,173.359,174.23,181.595,186.268,194.266,201.156,204.086,209.393,215.174,220.163,228.795,244.635,261.82,280.114,287.083,290.805,296.349,304.348,318.365,321.771,328.027,334.046,336.976,340.857,344.421,346.401,349.172,351.548,353.211,354.716,359.072,361.527,363.586,364.457,366.199,366.991,368.496,369.922,371.347,373.089,373.961,375.228,378.475,379.267
Zimbabwe,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/ZW.png,0.0,0.0,0.0,0.0,0.068,0.205,0.205,0.205,0.205,0.205,0.205,0.341,0.478,0.478,0.478,0.546,0.546,0.615,0.615,0.615,0.615,0.683,0.751,0.751,0.751,0.888,0.956,0.956,1.161,1.161,1.571,1.571,1.639,1.707,1.707,1.707,1.912,1.912,1.912,1.98,2.117,2.117,2.185,2.185,2.185,2.731,2.731,2.322,2.322,2.322,2.322,2.322,2.322,2.322,2.39,2.458,2.458,2.458,2.526,2.526,2.868,2.868,3.004,3.141,3.141,3.278,3.482,3.482,3.824,3.824,3.824,3.824,9.013,10.174,10.174,11.881,12.154,13.861,14.066,15.159,16.183,18.095,19.051,19.256,19.597,21.441,21.85,22.67,23.421,24.309,26.152,26.425,26.699,27.381,31.615,32.707,32.707,33.39,34.961,35.848,36.19,37.624,38.307,38.716,38.716,39.194,40.355,41.311,42.13,42.677,47.661,48.89,50.119,53.738,60.43,60.43,64.322,67.054,67.258,70.604,72.653,74.36,93.001,96.961,100.922,110.003,116.968,124.274,138.887,145.032,156.777,166.2,171.526,184.636,192.352,196.586,211.13,216.388,249.846,267.736,278.252,288.221,288.221,296.279,303.926,312.393,317.446,324.206,328.986,334.107,340.731,346.33,353.431,359.235,362.445,367.224,385.319,392.284,397.064,402.39,404.916,414.476,423.08,426.835,429.635,436.19,437.419,437.829,443.633,447.866,453.26,455.992,466.849,466.849,466.849,498.327,504.473,507.272,508.911,510.686,512.666,513.896,514.237,517.31,518.812,521.202,522.158,523.865,524.616,524.616,526.528,527.484,529.327
Somalia,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/SO.png,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.13,0.194,0.194,0.194,0.194,0.324,0.324,0.324,0.453,0.453,0.453,0.453,0.518,0.777,0.777,1.36,1.36,1.619,3.885,3.885,5.18,5.18,7.511,8.742,10.62,15.347,18.52,18.52,21.239,21.239,25.254,28.233,31.082,34.19,37.687,38.917,38.917,43.45,46.753,48.954,54.07,56.53,60.092,60.092,64.56,68.251,70.517,75.762,78.935,83.144,83.144,87.872,92.016,94.217,97.261,101.858,103.218,103.218,103.218,103.218,109.37,110.795,112.09,118.371,118.371,124.069,127.954,130.998,135.272,138.963,142.718,142.718,148.222,151.136,153.338,156.446,158.777,162.727,162.727,167.001,169.527,171.081,172.117,174.577,176.067,176.067,178.398,179.952,182.089,182.089,183.578,186.363,186.363,186.363,187.399,188.046,189.341,189.341,190.637,190.637,191.737,194.069,194.651,195.234,196.076,196.723,196.723,197.565,198.083,198.925,199.184,199.637,201.127,201.127,201.45,201.969,202.681,203.005,204.688,205.336,205.336,205.789,205.789,206.955,207.991,207.991,207.991,207.991,207.991,208.509,208.509,208.509,208.962,208.962,208.962,208.962,208.962,208.962,208.962,208.962,208.962,210.451,210.451,210.84,210.905,210.905,211.423,211.423,211.423,211.682,211.682,211.682,212.07,212.07,212.07,212.07,214.337,214.337,214.337,214.337,214.337,214.337,215.761,215.761,217.704,217.704,218.287,218.287,218.287,218.61,218.61,219.452,219.452,219.517,219.517,219.517,219.517,220.229,222.884,224.374,224.374,224.374,224.374
Senegal,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/SN.png,1.473,1.595,1.902,1.902,2.332,2.884,4.111,4.848,5.277,6.075,6.443,7.302,7.977,8.714,9.941,10.739,11.659,11.966,12.703,13.439,13.623,13.868,14.543,14.973,15.341,16.262,17.059,17.182,17.857,18.348,19.269,20.557,20.987,21.478,22.521,23.135,25.282,27.123,29.394,33.444,37.678,41.176,45.164,50.503,54.124,57.253,62.838,68.422,72.533,77.995,81.554,87.936,91.556,95.177,100.27,104.872,115.734,122.423,129.173,134.327,141.753,149.055,152.185,156.112,160.592,166.544,172.558,178.51,182.622,186.978,192.072,193.974,199.62,205.449,210.42,216.924,223.675,229.443,235.395,241.286,246.748,254.971,260.739,265.587,271.662,277.123,284.732,292.035,297.68,306.578,312.347,317.44,321.981,329.467,335.972,346.036,354.872,361.316,366.348,370.275,376.105,382.486,389.912,396.355,404.148,411.021,416.851,424.951,432.867,439.617,446.244,454.099,458.886,463.12,469.87,477.663,483.677,491.777,499.202,503.068,505.83,513.562,520.434,524.3,531.971,540.623,549.092,551.362,559.708,568.606,578.179,586.156,594.072,599.165,601.681,611.254,620.152,627.884,631.075,634.757,637.334,640.157,646.662,657.523,668.078,675.196,685.751,694.158,698.331,711.033,720.422,728.522,738.341,746.318,750.92,755.093,763.746,770.68,778.657,788.537,794.612,798.54,801.178,809.156,815.783,821.306,825.724,831.861,835.236,837.936,843.336,848.429,851.804,855.916,858.309,859.966,861.807,865.366,868.311,870.95,873.65,876.289,877.884,891.568,893.962,897.03,898.687,901.325,902.921,904.394,905.682,907.892,909.18
Chad,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/TD.png,0.0,0.0,0.0,0.061,0.061,0.061,0.061,0.061,0.183,0.183,0.183,0.183,0.183,0.183,0.306,0.428,0.428,0.489,0.489,0.55,0.55,0.55,0.612,0.612,0.673,0.673,0.673,1.101,1.407,1.407,1.407,1.651,1.651,2.018,2.018,2.018,2.018,2.018,2.018,2.446,2.813,2.813,2.813,3.18,3.18,4.465,4.465,7.156,7.156,7.156,10.398,10.398,15.474,15.902,19.694,19.694,19.694,21.835,22.752,24.404,26.177,28.991,30.765,31.743,33.333,34.557,35.963,37.37,39.633,41.284,42.018,42.813,43.731,44.404,46.422,46.422,47.584,48.318,49.113,50.153,50.642,51.131,51.131,51.193,51.315,51.621,51.743,51.865,51.865,51.865,51.988,51.988,52.171,52.232,52.232,52.477,52.477,52.477,52.477,52.599,52.599,52.783,52.905,52.905,52.966,52.966,52.966,52.966,53.089,53.272,53.272,53.333,53.333,53.394,53.394,53.394,53.456,53.456,53.823,53.823,54.067,54.128,54.19,54.251,54.373,54.373,54.373,54.373,54.373,55.963,55.963,55.963,55.963,56.391,56.636,56.636,57.187,57.248,57.248,57.248,57.248,57.37,57.431,57.615,57.615,57.615,57.737,57.798,57.859,58.043,58.043,58.165,58.226,58.471,58.654,59.327,59.388,59.45,60.0,60.061,60.306,60.367,60.856,61.04,61.407,61.651,61.651,61.896,61.957,62.202,62.202,62.263,62.569,63.242,63.547,63.609,63.914,64.098,64.281,66.116,66.239,66.3,66.361,66.483,66.667,68.196,70.153,70.275,70.398,70.52,70.642,71.193,71.621
Cambodia,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/KH.png,0.425,2.002,2.123,2.244,3.093,3.215,5.095,5.277,5.52,5.823,5.823,6.005,6.005,6.247,6.49,6.611,6.611,6.672,6.915,6.915,6.915,6.915,6.975,7.097,7.218,7.218,7.278,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.46,7.46,7.521,7.521,7.521,7.521,7.521,7.521,7.521,7.582,7.582,7.582,7.582,7.582,7.582,7.582,7.582,7.642,7.642,7.642,7.642,7.642,7.642,7.764,7.764,7.764,7.764,7.764,7.824,7.824,7.824,7.824,7.885,7.885,7.885,7.885,8.431,8.552,8.552,8.552,8.552,8.552,8.552,8.552,8.552,8.552,8.552,8.552,8.552,8.552,8.552,9.462,9.462,10.008,10.008,10.069,10.372,10.372,10.372,10.372,10.372,11.949,12.009,12.252,12.252,13.647,13.647,13.708,13.708,13.708,14.193,14.496,14.557,14.557,14.557,14.739,14.739,14.739,14.921,15.042,15.224,15.224,16.255,16.498,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.559,16.619,16.619,16.619,16.619,16.619,16.619,16.619,16.619,16.619,16.619,16.619,16.619,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68,16.68
Syria,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/SY.png,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.059,0.059,0.293,0.293,0.293,0.293,0.527,0.586,0.586,0.586,0.937,0.937,0.937,1.113,1.113,1.113,1.113,1.113,1.113,1.465,1.465,1.465,1.699,1.933,1.933,2.226,2.226,2.285,2.285,2.46,2.46,2.46,2.46,2.46,2.519,2.519,2.519,2.519,2.519,2.578,2.578,2.578,2.578,2.578,2.636,2.636,2.753,2.753,2.753,2.753,2.753,2.812,2.812,2.929,2.988,3.398,3.398,3.398,3.398,3.398,3.456,4.101,5.038,6.21,7.088,7.088,7.147,7.147,7.147,7.147,7.206,7.206,7.206,7.264,7.264,7.323,8.26,8.436,8.553,8.905,9.607,9.607,9.959,10.369,10.369,10.369,10.428,10.955,10.955,11.599,11.951,12.83,13.533,13.533,14.177,14.938,14.997,14.997,15.759,16.344,17.165,18.278,19.215,19.801,20.972,21.793,21.793,21.793,21.793,23.081,23.081,23.081,24.429,25.718,26.831,27.944,29.057,29.057,29.057,30.58,31.634,32.865,34.212,35.618,36.731,38.079,39.484,40.656,42.004,43.234,44.347,45.694,47.393,49.619,52.255,55.302,58.524,62.097,65.905,69.596,73.521,77.739,77.739,83.89,88.752,93.322,98.243,103.339,108.026,112.888,117.633,121.441,125.542,129.877,134.329,138.547,142.941,146.69,150.146,153.954,158.348,161.98,165.788,169.772,174.165,178.149,181.839,185.764,189.162,192.677,196.309,200.117,203.632,205.39,207.381,209.49,211.716,214.06,216.227,218.571,220.562,222.613,224.546,227.124,229.877,232.337
Ecuador,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/EC.png,2.143,3.359,6.428,11.524,21.253,29.303,45.691,56.81,62.659,67.929,81.249,92.367,105.571,111.42,113.621,129.72,159.138,183.171,195.043,200.66,211.142,216.991,216.991,257.702,287.526,414.698,420.257,432.36,436.009,440.294,455.061,476.315,489.344,522.469,548.297,586.518,602.154,628.33,647.614,1315.671,1315.671,1315.671,1345.842,1404.795,1428.944,1443.943,1525.133,1590.456,1710.563,1846.247,1846.247,1846.247,1754.575,1668.867,1683.519,1711.779,1708.883,1761.582,1765.462,1766.389,1822.272,1897.325,1921.589,1944.753,1977.704,2018.416,2044.591,2074.82,2099.722,2128.562,2163.25,2163.25,2206.567,2227.878,2233.669,2233.669,2264.188,2264.188,2340.398,2372.365,2372.365,2407.633,2474.404,2497.104,2512.045,2543.259,2573.546,2573.546,2651.031,2684.503,2707.378,2740.445,2776.407,2808.084,2843.236,2879.951,2879.951,2932.592,2932.592,2990.676,2990.676,3078.295,3118.833,3160.412,3199.849,3223.593,3268.01,3373.697,3443.827,3512.682,3563.528,3588.024,3612.462,3662.555,3662.555,3719.076,3765.23,3892.113,3930.391,3964.501,4028.839,4072.794,4132.789,4195.274,4249.595,4286.136,4321.288,4413.771,4473.998,4525.596,4577.774,4634.932,4673.037,4700.081,4764.825,4817.755,4885.916,4942.958,4993.746,4993.746,5040.595,5093.989,5146.282,5243.051,5325.979,5418.809,5470.176,5484.19,5534.109,5623.697,5695.101,5756.833,5830.901,5880.357,5892.46,5961.374,6050.208,6110.03,6166.377,6201.587,6240.966,6271.079,6313.991,6401.957,6440.757,6494.151,6538.453,6581.422,6588.314,6619.701,6686.183,6738.476,6785.673,6836.055,6836.055,6375.492,6414.003,6495.599,6555.826,6644.197,6743.746,6867.848,6886.206,6923.384,7037.584,7079.975,7188.383,7274.728,7320.998,7337.908,7391.881,7522.122,7594.742
Netherlands,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/NL.png,81.569,98.529,118.604,142.198,173.233,209.98,243.265,274.82,321.892,371.387,430.805,498.817,566.426,630.516,681.684,730.718,790.078,853.072,912.662,964.926,1035.65,1091.78,1136.948,1193.078,1263.513,1341.16,1417.421,1485.203,1540.813,1591.001,1633.458,1695.01,1766.311,1832.478,1894.318,1937.583,1979.637,2020.883,2072.166,2118.777,2156.562,2194.404,2217.479,2227.401,2249.668,2279.319,2306.836,2332.506,2351.832,2363.311,2381.656,2395.039,2421.286,2439.688,2456.36,2470.493,2479.781,2491.087,2504.182,2519.758,2531.295,2542.256,2549.466,2557.889,2564.119,2575.541,2590.136,2600.981,2611.191,2621.113,2633.228,2640.9,2651.86,2662.359,2672.512,2680.127,2690.799,2696.798,2702.74,2707.759,2719.815,2731.93,2742.486,2756.273,2765.792,2775.252,2785.924,2795.385,2807.499,2817.825,2826.074,2835.593,2843.669,2850.418,2857.052,2863.225,2867.609,2872.858,2876.608,2880.3,2885.03,2891.376,2896.625,2900.606,2904.817,2909.316,2912.201,2912.201,2915.835,2915.835,2915.95,2932.449,2934.526,2936.66,2939.66,2942.775,2945.198,2949.87,2955.697,2959.792,2962.907,2969.195,2975.022,2981.367,2988.693,2997.116,3007.903,3017.421,3027.113,3036.631,3047.995,3056.475,3057.687,3081.858,3094.722,3109.028,3129.449,3149.12,3173.983,3196.308,3218.114,3246.553,3273.724,3314.97,3352.581,3387.194,3424.286,3464.551,3515.431,3560.312,3600.0,3641.592,3685.549,3718.95,3748.486,3781.944,3819.902,3855.956,3891.318,3925.642,3955.581,3993.308,4019.787,4060.11,4094.837,4127.892,4160.831,4192.616,4224.517,4257.398,4306.894,4347.044,4394.174,4436.516,4491.318,4540.063,4602.942,4677.531,4731.237,4809.345,4886.588,4953.908,5029.939,5115.258,5216.325,5322.296,5442.457,5552.985,5665.821,5797.0,5932.737,6074.647,6224.344
Guatemala,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/GT.png,0.114,0.341,0.341,0.512,0.683,0.967,1.081,1.138,1.194,1.365,1.422,1.593,1.934,1.934,2.048,2.161,2.218,2.673,2.844,3.47,3.47,3.982,4.38,4.949,5.404,7.167,7.793,8.816,8.873,9.499,10.238,11.148,12.172,13.367,14.618,16.438,16.723,17.974,21.842,24.458,26.904,28.44,30.146,30.146,31.682,34.071,36.63,39.133,39.986,41.522,43.399,45.39,47.324,51.192,55.003,59.837,63.364,68.199,76.332,86.343,93.453,100.279,100.279,108.754,121.324,128.832,142.882,156.021,173.71,194.756,213.867,224.902,235.766,247.312,262.044,269.552,289.346,303.509,317.729,327.626,350.037,368.864,386.326,401.285,426.711,447.415,467.607,486.946,510.892,539.844,559.98,584.267,608.953,639.952,675.047,711.507,725.499,747.682,783.175,827.029,842.899,888.402,900.29,932.655,962.971,990.217,1029.293,1081.338,1141.687,1211.137,1279.848,1322.337,1363.517,1409.874,1445.367,1516.296,1570.957,1626.642,1669.7,1691.713,1755.987,1824.356,1873.557,1923.042,2163.813,2199.932,2220.522,2288.209,2339.742,2399.863,2461.919,2530.687,2562.596,2577.157,2642.114,2707.753,2777.203,2831.978,2899.664,2918.264,2931.688,2978.5,3043.57,3090.78,3143.735,3196.007,3219.669,3241.397,3297.082,3360.958,3428.929,3493.999,3544.338,3558.501,3580.229,3631.591,3690.404,3753.086,3807.576,3859.621,3878.505,3898.129,3961.72,4022.183,4087.14,4147.716,4190.831,4204.084,4213.298,4259.883,4302.599,4343.211,4382.003,4407.087,4418.577,4426.824,4477.618,4528.866,4567.772,4607.758,4644.673,4658.95,4673.909,4703.032,4716.683,4758.774,4797.452,4843.41,4860.019,4873.5,4927.08,4973.665,5001.593
Zambia,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/ZM.png,0.0,0.0,0.112,0.112,0.112,0.112,0.168,0.168,0.168,0.672,0.896,1.232,1.568,1.624,1.96,1.96,2.016,2.184,2.184,2.184,2.184,2.184,2.184,2.184,2.184,2.24,2.24,2.407,2.519,2.519,2.687,2.687,2.911,3.191,3.415,3.639,3.919,4.143,4.255,4.703,4.703,4.927,4.927,5.319,5.431,5.935,6.103,6.663,6.943,7.67,7.726,8.174,8.566,9.35,14.109,14.949,14.949,24.691,24.971,36.616,36.616,38.016,42.159,42.607,43.223,46.582,48.486,51.509,51.509,51.509,51.509,51.509,59.179,59.179,59.179,59.179,59.179,60.971,60.971,60.971,60.971,60.971,60.971,60.971,67.185,67.185,67.185,67.185,73.96,75.976,76.032,77.375,78.663,79.055,79.279,80.063,80.063,80.063,80.063,82.694,83.366,83.814,85.717,85.717,87.173,87.789,89.245,91.372,91.372,91.372,91.372,91.372,91.372,106.097,106.097,106.097,106.097,106.097,106.097,106.097,106.097,106.097,106.097,157.326,166.844,166.844,186.216,189.575,200.605,212.138,215.889,242.316,250.882,254.857,280.052,293.881,311.013,333.856,348.693,355.355,368.4,380.326,393.147,401.097,419.125,442.472,452.662,459.661,463.3,475.953,485.023,505.067,514.305,523.095,550.865,558.815,572.084,580.707,594.983,606.405,620.458,624.153,631.824,636.918,649.516,659.482,666.368,673.255,677.286,693.186,695.09,701.137,707.631,711.55,715.301,718.661,725.155,734.113,739.824,745.927,753.933,758.02,768.154,773.697,777.504,779.8,785.062,787.75,791.165,793.629,805.61,808.633,811.321
